Name,Profile URL,Signal,Location,Market,Website,Employees,Stage,Total Raised,Joining_Month,Joining_Year,latitude,longitude,date_today,Age,Country
Funded City,https://angel.co/company/fundedcity,3,London,Crowdfunding,http://fundedcity.com,1-10,Seed,575000,Aug ,01/01/2014,51.5073219,-0.1276474,03/01/2021,7,England
Filmijob,https://angel.co/company/filmijob,3,Madrid,Human Resources,http://www.filmijob.com,1-10,Seed,70000,Sep ,01/01/2014,40.4167047,-3.7035825,03/01/2021,7,Spain
Stellup,https://angel.co/company/stellup,4,San Francisco,Universities,https://www.stellup.com,11-50,Seed,200000,Oct ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Industry,https://angel.co/company/industry,3,San Diego,Hospitality,https://www.industry.co,1-10,,2300000,Oct ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
DigitalMR,https://angel.co/company/digitalmr,3,London,Fast-Moving Consumer Goods,http://www.digital-mr.com,11-50,Seed,1020000,Mar ,01/01/2014,51.5073219,-0.1276474,03/01/2021,7,England
8Bit ,https://angel.co/company/8bit,3,,Content Discovery,http://www.get8bit.com,1-10,Seed,110000,Sep ,01/01/2014,34.220389,70.3800314,03/01/2021,7,Afghanistan
Groop,https://angel.co/company/groop,4,Berlin,Algorithms,http://www.groop.co,1-10,Seed,50000,Jan ,01/01/2014,52.5170365,13.3888599,03/01/2021,7,Germany
Realytics,https://angel.co/company/realytics,4,Paris,Online Video Advertising,https://www.realytics.io,11-50,Seed,500000,May ,01/01/2014,48.8566101,2.3514992,03/01/2021,7,France
Gastrofy,https://angel.co/company/gastrofy,4,Stockholm,Groceries,http://www.gastrofy.se,1-10,Seed,456000,Jan ,01/01/2014,59.3251172,18.0710935,03/01/2021,7,Sweden
Carvechi Technology ,https://angel.co/company/carvechi,3,Miami,Entertainment Industry,http://www.carvechitechnology.com,11-50,Seed,300000,Oct ,01/01/2014,25.7742658,-80.1936589,03/01/2021,7,United States of America
WOO Sports,https://angel.co/company/woo-sports,5,Boston,Gamification,http://www.woosports.com,1-10,Series A,4300000,Apr ,01/01/2014,42.3602534,-71.0582912,03/01/2021,7,United States of America
Remesh,https://angel.co/company/remesh,4,Cleveland,Market Research,http://remesh.ai,11-50,Series A,13825000,Dec ,01/01/2014,41.5051613,-81.6934446,03/01/2021,7,United States of America
Presdo,https://angel.co/company/presdo,5,Mountain View,Events,http://presdo.com,1-10,Seed,2960000,Jun ,01/01/2014,37.3893889,-122.0832101,03/01/2021,7,United States of America
LuminaCare Solutions,https://angel.co/company/luminacare-solutions,4,Boston,Hospitals,http://www.luminacaresolutions.com,1-10,,,Mar ,01/01/2014,42.3602534,-71.0582912,03/01/2021,7,United States of America
Luciding,https://angel.co/company/luciding,4,San Francisco,Neuroscience,http://luciding.com,11-50,,,Aug ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
the Scaffold,https://angel.co/company/the-scaffold,4,New York City,Predictive Analytics,https://www.thescaffold.com,1-10,,,Feb ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
Change My Path,https://angel.co/company/change-my-path,5,San Francisco,Training,http://www.changemypath.com,1-10,,,Sep ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
AdvisorConnect,https://angel.co/company/advisorconnect,5,New York City,Finance Technology,http://www.advisorconnect.co,11-50,,,Feb ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
Fusemachines,https://angel.co/company/fusemachines,5,New York City,Artificial Intelligence,https://www.fusemachines.com,51-200,,,Mar ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
Optimity,https://angel.co/company/myoptimity,5,San Francisco,Insurance,http://www.myoptimity.com,11-50,,,Mar ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Masterscroll,https://angel.co/company/masterscroll,3,London,Content Curation,http://www.masterscroll.com,1-10,,,Apr ,01/01/2014,51.5073219,-0.1276474,03/01/2021,7,England
Clarifai,https://angel.co/company/clarifai,5,Tysons,Photo Sharing,http://clarifai.com,51-200,,40000000,May ,01/01/2014,38.918592,-77.2314723,03/01/2021,7,United States of America
BetterUp,https://angel.co/company/betterup,5,San Francisco,Corporate Training,http://www.betterup.co,51-200,Series A,12900000,Jun ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Vouch Financial,https://angel.co/company/vouch-financial,5,San Francisco,Financial Services,https://vouch.com,11-50,,9000000,Jun ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
SEE-R,https://angel.co/company/see-r,3,Rome,Predictive Analytics,http://www.see-r.com,1-10,,,Mar ,01/01/2014,41.894802,12.4853384,03/01/2021,7,Italy
curious.IO,https://angel.co/company/curiousio,3,,SaaS,http://curious.io,1-10,,,Dec ,01/01/2014,34.220389,70.3800314,03/01/2021,7,Afghanistan
aiworker,https://angel.co/company/aiworker,3,Kyivs'ka oblast,Human Computer Interaction,http://aiworker.com,1-10,,,Feb ,01/01/2014,50.178595,30.4924884,03/01/2021,7,Ukraine
SentiMeasure,https://angel.co/company/sentimeasure,3,Sydney,Finance Technology,http://sentimeasure.com,1-10,,,Feb ,01/01/2014,-33.8548157,151.2164539,03/01/2021,7,Australia
FluxBand,https://angel.co/company/fluxband,4,Sunnyvale,Consumer Electronics,https://angel.co/fluxband,1-10,Acquired,,Jun ,01/01/2014,37.3688301,-122.0363496,03/01/2021,7,United States of America
Uplevel Security,https://angel.co/company/uplevelsecurity,5,New York City,Enterprise Security,http://www.uplevelsecurity.com,11-50,Seed,2500000,Mar ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
Eventible ,https://angel.co/company/eventible,4,New York,Events,http://www.eventibleapp.com/,1-10,,,May ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
Pitstop,https://angel.co/company/pitstop,5,Waterloo,Mobility,http://pitstopconnect.com,11-50,Seed,,Aug ,01/01/2014,43.466874,-80.524635,03/01/2021,7,Canada
RetSKU,https://angel.co/company/retsku,5,New York City,Retail Technology,http://RetSKU.com,1-10,Seed,1140000,Jan ,01/01/2014,40.7127281,-74.0060152,03/01/2021,7,United States of America
Scalyr,https://angel.co/company/scalyr,5,San Mateo,Developer Tools,http://scalyr.com,51-200,Seed,26100000,Sep ,01/01/2014,37.496904,-122.3330573,03/01/2021,7,United States of America
LIFT12,https://angel.co/company/lift12,5,Singapore,Business Intelligence,http://www.lift12.com,1-10,Seed,560000,Feb ,01/01/2014,1.340863,103.8303918,03/01/2021,7,Singapore
Intricately,https://angel.co/company/intricately,5,San Francisco,Sales Automation,http://intricately.com,11-50,Seed,2000000,Mar ,01/01/2014,37.7792808,-122.4192363,03/01/2021,7,United States of America
Truce,https://angel.co/company/truce-1,5,Mumbai,Marketplaces,https://www.truce.in,11-50,,,Jul ,01/01/2015,18.9387711,72.8353355,03/01/2021,6,India
Responsive.AI,https://angel.co/company/responsivewealth,4,Vancouver,Investment Management,http://www.responsive.ai,1-10,,,Mar ,01/01/2015,49.2608724,-123.1139529,03/01/2021,6,Canada
PeerWell,https://angel.co/company/peerwell,5,Austin,Medical Technologies,https://www.peerwell.co,11-50,Series A,8600000,Feb ,01/01/2015,30.2711286,-97.7436995,03/01/2021,6,United States of America
zeotap,https://angel.co/company/zeotap,5,Milan,Mobile Advertising,http://www.zeotap.com,51-200,Series B,20700000,Apr ,01/01/2015,45.4668,9.1905,03/01/2021,6,Italy
Infinario,https://angel.co/company/infinario,3,Bratislava,Online Gaming,http://www.infinario.com,11-50,Seed,500000,Apr ,01/01/2015,48.1516988,17.1093063,03/01/2021,6,Slovakia
LeadIQ,https://angel.co/company/leadiq,5,Singapore,Sales Automation,https://leadiq.com,11-50,Seed,,Mar ,01/01/2015,1.340863,103.8303918,03/01/2021,6,Singapore
The Cookie Dining,https://angel.co/company/the-cookie-dining,3,Vancouver,SaaS,http://thecookiedining.com,1-10,,,Jun ,01/01/2015,49.2608724,-123.1139529,03/01/2021,6,Canada
Growthzilla,https://angel.co/company/growthzilla,3,Los Angeles,Small and Medium Businesses,https://growthzilla.com,1-10,,,Mar ,01/01/2015,34.0536909,-118.2427666,03/01/2021,6,United States of America
progressa,https://angel.co/company/progressa,4,Vancouver,Finance Technology,http://www.progressa.com,51-200,Series A,11400000,Aug ,01/01/2015,49.2608724,-123.1139529,03/01/2021,6,Canada
Neuron Gym,https://angel.co/company/neuron-gym-2,3,Gurgaon,Brain Health,http://www.neurongym.com,1-10,Seed,25000,Feb ,01/01/2015,28.4646148,77.0299194,03/01/2021,6,India
Storyclash,https://angel.co/company/storyclash,3,Linz,Social Media Monitoring,http://www.storyclash.com/,11-50,,,Jan ,01/01/2015,48.3059078,14.286198,03/01/2021,6,Austria
INTRANAV,https://angel.co/company/quantitec,3,Eschborn,Logistics,https://www.intranav.com,51-200,Series A,4400000,Jan ,01/01/2015,50.1426423,8.5716274,03/01/2021,6,Germany
OTA Expert,https://angel.co/company/ota-expert,3,Berlin,Hotels,http://ota.expert,11-50,,,Feb ,01/01/2015,52.5170365,13.3888599,03/01/2021,6,Germany
chuus,https://angel.co/company/chuus,4,Los Angeles,Online Dating,http://chuus.me,1-10,,,Aug ,01/01/2015,34.0536909,-118.2427666,03/01/2021,6,United States of America
MDScores,https://angel.co/company/mdscores,4,Baltimore,Mobile Health,http://mdscores.com,,,,Mar ,01/01/2015,39.2908816,-76.610759,03/01/2021,6,United States of America
Mustard,https://angel.co/company/mustard-saas,3,Dublin,Hr Tech,https://www.mustard.ie,1-10,,,Feb ,01/01/2015,53.3497645,-6.2602732,03/01/2021,6,Ireland
Guaana,https://angel.co/company/guaana,4,Europe,Open Source,http://www.guaana.com,1-10,,700000,Feb ,01/01/2015,51,10,03/01/2021,6,Germany
Floragraph,https://angel.co/company/floragraph,4,Sunnyvale,Genetic Testing,http://www.Floragraph.me,1-10,,,Dec ,01/01/2015,37.3688301,-122.0363496,03/01/2021,6,United States of America
Match2One,https://angel.co/company/match2one,4,Stockholm,Advertising Platforms,http://www.match2one.com,1-10,,,Jan ,01/01/2015,59.3251172,18.0710935,03/01/2021,6,Sweden
DataProphet,https://angel.co/company/dataprophet,4,Detroit,Manufacturing,http://dataprophet.com,11-50,,,May ,01/01/2015,42.3315509,-83.0466403,03/01/2021,6,United States of America
k. young consulting,https://angel.co/company/k-young-consulting,4,Washington DC,Consulting,http://www.kyoungconsulting.com,,,,Apr ,01/01/2015,38.8950092,-77.0365625,03/01/2021,6,United States of America
Recursion,https://angel.co/company/recursion-pharma,5,Salt Lake City,Artificial Intelligence / Machine Learning,http://www.recursionpharma.com,51-200,Series C,200680000,Jan ,01/01/2015,40.7670126,-111.8904308,03/01/2021,6,United States of America
Codec,https://angel.co/company/codec,5,London,Big Data Analytics,http://www.codeclondon.com,,Seed,6400000,Oct ,01/01/2015,51.5073219,-0.1276474,03/01/2021,6,England
Slavebrain,https://angel.co/company/slavebrain,1,Boston,Android,http://www.slavebrain.com,,,,Nov ,01/01/2015,42.3602534,-71.0582912,03/01/2021,6,United States of America
Vertex Community,https://angel.co/company/vertex-community,2,,Small and Medium Businesses,http://www.vertexhub.com,11-50,,,Jun ,01/01/2015,34.220389,70.3800314,03/01/2021,6,Afghanistan
CO Analytics,https://angel.co/company/co-analytics,3,Israel,Digital Media,http://www.co-analytics.com,1-10,Seed,50000,Feb ,01/01/2015,30.8760272,35.0015196,03/01/2021,6,Israel
Busigence Technologies,https://angel.co/company/busigence-technologies,3,Bengaluru,Big Data Analytics,http://www.busigence.com,1-10,,,Jul ,01/01/2015,12.9791198,77.5912997,03/01/2021,6,India
Tuva,https://angel.co/company/tuva-labs,5,Philadelphia,K-12 Education,http://www.tuvalabs.com,1-10,Seed,430000,Mar ,01/01/2015,39.9527237,-75.1635262,03/01/2021,6,United States of America
HYBE Media,https://angel.co/company/hybe-media,3,Helsinki,Global,http://hybe.com,1-10,,,Nov ,01/01/2015,60.1674086,24.9425683,03/01/2021,6,Finland
DataScience.com,https://angel.co/company/datascience-1,4,Culver City,Big Data Analytics,http://datascience.com,51-200,Series A,28000000,May ,01/01/2015,34.0211224,-118.3964665,03/01/2021,6,United States of America
Inquirly,https://angel.co/company/inquirly,3,Bengaluru,Personalization,http://www.inquirly.com,,Seed,500000,Aug ,01/01/2015,12.9791198,77.5912997,03/01/2021,6,India
OnePay,https://angel.co/company/onepay,4,Austin,Startups,http://www.justonepay.com,1-10,,250000,Mar ,01/01/2015,30.2711286,-97.7436995,03/01/2021,6,United States of America
Arrah Technology,https://angel.co/company/arrah-technology,3,San Francisco,Analytics,http://www.arrahtech.com,1-10,,,Jan ,01/01/2015,37.7792808,-122.4192363,03/01/2021,6,United States of America
Hiddenslate,https://angel.co/company/hiddenslate,3,Menlo Park,Cloud Data Services,http://www.hiddenslate.com,1-10,,,Feb ,01/01/2015,37.4519671,-122.1779927,03/01/2021,6,United States of America
Omny IQ,https://angel.co/company/omnyiq,4,Silicon Valley,Predictive Analytics,http://www.OmnyIQ.com,1-10,,,Jul ,01/01/2015,37.4429964,-122.1545229,03/01/2021,6,United States of America
Cyclique,https://angel.co/company/cyclique,3,Venice,Social Media Platforms,http://www.getcyclique.com,1-10,,,Oct ,01/01/2015,45.4371908,12.3345898,03/01/2021,6,Italy
Onramp BioInformatics,https://angel.co/company/onramp-bioinformatics,4,San Diego,Bioinformatics,http://www.onrampbioinformatics.com,11-50,Seed,,Aug ,01/01/2015,32.7174209,-117.1627714,03/01/2021,6,United States of America
FightCamp (formerly Hykso),https://angel.co/company/hykso,5,Los Angeles,Fitness,https://www.joinfightcamp.com,11-50,,1700000,May ,01/01/2015,34.0536909,-118.2427666,03/01/2021,6,United States of America
Leverage Edu,https://angel.co/company/leverage-3,4,Delhi,Career Management,https://leverageedu.com/,51-200,,,May ,01/01/2015,28.6517178,77.2219388,03/01/2021,6,India
KINETIC,https://angel.co/company/kinetic,5,New York City,B2B,http://www.wearkinetic.com,11-50,,,Feb ,01/01/2015,40.7127281,-74.0060152,03/01/2021,6,United States of America
Fano Labs,https://angel.co/company/fano-labs,4,Hong Kong,B2B,http://fano.ai,11-50,Seed,600000,Dec ,01/01/2015,22.350627,114.1849161,03/01/2021,6,Hong Kong
Data4America.org,https://angel.co/company/data4america-org-1,4,San Francisco,Politics,http://data4america.org,,,,Oct ,01/01/2015,37.7792808,-122.4192363,03/01/2021,6,United States of America
musx,https://angel.co/company/musx,4,Austin,Big Data,http://www.musx.com,1-10,Seed,,Sep ,01/01/2015,30.2711286,-97.7436995,03/01/2021,6,United States of America
Metis ,https://angel.co/company/metis,4,Singapore,Data Visualization,http://www.thisismetis.com,11-50,,,Apr ,01/01/2015,1.340863,103.8303918,03/01/2021,6,Singapore
Gameday Goods,https://angel.co/company/gameday-goods-2,3,Brooklyn,Licensing,http://www.gamedaygoods.com,1-10,Seed,,Nov ,01/01/2015,40.6501038,-73.9495823,03/01/2021,6,United States of America
Litem Analytics,https://angel.co/company/litemanalytics,4,Provo,Legal,,,,,Oct ,01/01/2015,40.2338438,-111.6585337,03/01/2021,6,United States of America
Studitemps,https://angel.co/company/studitemps,4,Berlin,Temporary Staffing,http://www.studitemps.de,201-500,Series C,12400000,Jul ,01/01/2015,52.5170365,13.3888599,03/01/2021,6,Germany
Spiff,https://angel.co/company/getspiff,4,Oslo,Women-Focused,http://www.getspiff.no,1-10,Seed,665000,Mar ,01/01/2015,59.9133301,10.7389701,03/01/2021,6,Norway
AdMass,https://angel.co/company/admass,4,New York City,Advertising Platforms,http://admassinc.com/,1-10,Seed,775000,Aug ,01/01/2015,40.7127281,-74.0060152,03/01/2021,6,United States of America
Moneyworks,https://angel.co/company/moneyworks-1,4,Menlo Park,Location Based Services,http://www.getmoneyworks.com,1-10,,,Jan ,01/01/2015,37.4519671,-122.1779927,03/01/2021,6,United States of America
Zealr,https://angel.co/company/zealr,4,Irvine,Messaging,http://www.zealr.co,1-10,,108000,May ,01/01/2015,55.6143121,-4.6655591,03/01/2021,6,United States of America
Editr,https://angel.co/company/tablo-inc,4,San Francisco,Ecommerce,http://editr.com,1-10,,,Jun ,01/01/2015,37.7792808,-122.4192363,03/01/2021,6,United States of America
Hypercycle,https://angel.co/company/hypercycle,3,Vancouver,Fashion Tech,http://www.hypercycle.co,1-10,,,Jul ,01/01/2015,49.2608724,-123.1139529,03/01/2021,6,Canada
iHR,https://angel.co/company/ihr,3,London,B2B,https://ihr.io/,1-10,,,Mar ,01/01/2015,51.5073219,-0.1276474,03/01/2021,6,England
Voo,https://angel.co/company/rdvoo,4,San Francisco,Social Media Platforms,http://www.tryvoo.com,1-10,,400000,Dec ,01/01/2015,37.7792808,-122.4192363,03/01/2021,6,United States of America
Yatrus Analytics,https://angel.co/company/yatrus-analytics,4,Sofia,Public Sector,http://www.yatrusanalytics.com,1-10,,350000,Apr ,01/01/2015,42.6978634,23.3221789,03/01/2021,6,Bulgaria
Vuevent,https://angel.co/company/vuevent-inc,3,Austin,Events,http://vuevent.com,11-50,Acquired,1500000,Feb ,01/01/2015,30.2711286,-97.7436995,03/01/2021,6,United States of America
Treat,https://angel.co/company/treat,5,San Francisco,Local Services,https://treat.co,1-10,Acquired,,Mar ,01/01/2015,37.7792808,-122.4192363,03/01/2021,6,United States of America
AcceptOn,https://angel.co/company/accepton,5,Mountain View,Developer APIs,http://AcceptOn.com,1-10,Acquired,,Apr ,01/01/2015,37.3893889,-122.0832101,03/01/2021,6,United States of America
InteliAthlete,https://angel.co/company/inteliathlete,2,Miami,Big Data Analytics,http://inteliathlete.com,1-10,,,Mar ,01/01/2015,25.7742658,-80.1936589,03/01/2021,6,United States of America
Interviewed,https://angel.co/company/teaminterviewed,5,San Francisco,Human Resources,https://www.interviewed.com,11-50,Acquired,2300000,Mar ,01/01/2015,37.7792808,-122.4192363,03/01/2021,6,United States of America
CloudNC,https://angel.co/company/cloudnc,5,London,Manufacturing,http://cloudnc.co.uk,11-50,Series A,15345000,Nov ,01/01/2015,51.5073219,-0.1276474,03/01/2021,6,England
audiodevel.com,https://angel.co/company/audiodevel-com,3,Lisbon,Consumer Electronics,http://www.audiodevel.com,1-10,Seed,30000,Apr ,01/01/2015,38.7077507,-9.1365919,03/01/2021,6,Portugal
Paracosm,https://angel.co/company/paracosm,5,Gainesville,Construction,http://paracosm.io,11-50,,3300000,Jul ,01/01/2015,29.6519396,-82.3249961,03/01/2021,6,United States of America
Jasper,https://angel.co/company/inoventive-1,3,Detroit,Artificial Intelligence,http://jasper.ai,1-10,Seed,49500,Feb ,01/01/2015,42.3315509,-83.0466403,03/01/2021,6,United States of America
WOAX,https://angel.co/company/woax,3,New York City,Startups,https://woax.com,1-10,Seed,60000,Mar ,01/01/2015,40.7127281,-74.0060152,03/01/2021,6,United States of America
UnitesUs,https://angel.co/company/unitesus,3,Orange County,Human Resources,https://unitesus.com/welcome,1-10,Seed,100000,May ,01/01/2015,33.7500378,-117.8704931,03/01/2021,6,United States of America
CluedIn,https://angel.co/company/cluedin-1,3,Copenhagen,Information Services,http://cluedin.net,11-50,Seed,20000,Apr ,01/01/2015,40.7127281,-74.0060152,03/01/2021,6,Denmark
uSens,https://angel.co/company/usens,4,San Jose,Digital Signage,http://www.usens.com,11-50,Series A,26700000,Jan ,01/01/2015,37.3361905,-121.8905833,03/01/2021,6,United States of America
Valossa,https://angel.co/company/valossa,3,Palo Alto,Deep Learning,http://www.valossa.com/,1-10,Seed,650000,Oct ,01/01/2015,37.4443293,-122.1598465,03/01/2021,6,United States of America
Scofen,https://angel.co/company/scofen,3,Vancouver,Market Research,http://www.scofen.com,1-10,,,Oct ,01/01/2015,49.2608724,-123.1139529,03/01/2021,6,Canada
Qwery Ninja,https://angel.co/company/qwery-ninja,3,Mexico City,Consumers Survey,http://www.qwery.ninja,,,,Apr ,01/01/2015,19.4326009,-99.1333416,03/01/2021,6,Mexico
Credible,https://angel.co/company/credible-2,4,Tel Aviv-Yafo,Consumer Lending,http://credible.eu.com,1-10,,,Oct ,01/01/2015,32.0804808,34.7805274,03/01/2021,6,Israel
Naborly,https://angel.co/company/naborly,4,Toronto,Rental Housing,http://naborly.com,11-50,,,Jan ,01/01/2015,43.653963,-79.387207,03/01/2021,6,Canada
pitchLove,https://angel.co/company/pitchlove,4,Portland,Market Research,http://pitchlove.co,1-10,,,Apr ,01/01/2015,45.5202471,-122.6741949,03/01/2021,6,United States of America
Trigon Health,https://angel.co/company/trigon-health,4,Washington DC,Big Data Analytics,http://www.trigonhealth.com,,,,Jul ,01/01/2015,38.8950092,-77.0365625,03/01/2021,6,United States of America
QM Scientific,https://angel.co/company/qm-scientific-1,4,San Jose,Retail Technology,http://qmscientific.com,1-10,,,Mar ,01/01/2015,37.3361905,-121.8905833,03/01/2021,6,United States of America
RoomDots,https://angel.co/company/roomdots,4,New York City,Rental Housing,http://www.roomdots.com,1-10,,,Oct ,01/01/2015,40.7127281,-74.0060152,03/01/2021,6,United States of America
Perxity,https://angel.co/company/hyprcity,3,Los Angeles,Nonprofits,http://perxity.com,1-10,,,Apr ,01/01/2015,34.0536909,-118.2427666,03/01/2021,6,United States of America
Cooplo,https://angel.co/company/cooplo,3,New York City,Reviews and Recommendations,http://www.cooplo.com,,,,May ,01/01/2015,40.7127281,-74.0060152,03/01/2021,6,United States of America
Emerj ,https://angel.co/company/lean-on-1,3,Tel Aviv-Yafo,Mentorship,http://www.emerj.work,1-10,,,May ,01/01/2015,32.0804808,34.7805274,03/01/2021,6,Israel
HOLLYFY,https://angel.co/company/hollyfy,3,Los Angeles,Brand Marketing,http://hollyfy.com,1-10,,,Oct ,01/01/2015,34.0536909,-118.2427666,03/01/2021,6,United States of America
Visiblee,https://angel.co/company/visiblee,5,Mountain View,B2B,http://www.visiblee.biz,11-50,,800000,Jul ,01/01/2015,37.3893889,-122.0832101,03/01/2021,6,United States of America
ThisWay Global,https://angel.co/company/thisway-global,3,Austin,Human Resources,http://www.thiswayglobal.com,11-50,,,May ,01/01/2015,30.2711286,-97.7436995,03/01/2021,6,United States of America
ZephyCloud,https://angel.co/company/meteopole,3,Marseille,Open Source,http://www.zephycloud.com,11-50,,,Mar ,01/01/2015,43.2961743,5.3699525,03/01/2021,6,France
AnyMetrics,https://angel.co/company/anymetrics,3,Earth,Small and Medium Businesses,http://,,,,Mar ,01/01/2015,34.2331373,-102.4107493,03/01/2021,6,United States of America
MagicPrice,https://angel.co/company/magicprice,3,Tokyo,Hotels,http://sora.flights,1-10,,200000,May ,01/01/2015,35.6828387,139.7594549,03/01/2021,6,Japan
Secured Universe,https://angel.co/company/secured-universe,5,San Diego,Android,https://secureduniverse.com,1-10,,,May ,01/01/2015,32.7174209,-117.1627714,03/01/2021,6,United States of America
GeoPhy,https://angel.co/company/geophy,3,Delft,Big Data Analytics,http://www.geophy.com,51-200,,,Feb ,01/01/2015,51.9994572,4.362724539,03/01/2021,6,Netherlands
Monument,https://angel.co/company/monument,4,Chicago,Consumer Electronics,http://getmonument.com,1-10,Seed,2533800,Mar ,01/01/2015,41.8755616,-87.6244212,03/01/2021,6,United States of America
XR Web,https://angel.co/company/gofind,4,Singapore,Blockchain / Cryptocurrency,http://www.xrweb.network,11-50,,,Oct ,01/01/2015,1.340863,103.8303918,03/01/2021,6,Singapore
Global Innovation,https://angel.co/company/global-innovation,1,New York City,SaaS,http://globalinnovation.co,1-10,,,Jul ,01/01/2015,40.7127281,-74.0060152,03/01/2021,6,United States of America
GamePlan Learning,https://angel.co/company/gameplan-learning,4,Atlanta,Career Planning,http://gameplanlearning.com,11-50,Seed,400000,Feb ,01/01/2015,33.7490987,-84.3901849,03/01/2021,6,United States of America
Townista,https://angel.co/company/townista,4,Bengaluru,Online Reservations,http://townista.com,1-10,Seed,50000,Mar ,01/01/2015,12.9791198,77.5912997,03/01/2021,6,India
Luxie,https://angel.co/company/vernax,3,Tokyo,Internet of Things,http://getaudrey.com,1-10,,,Sep ,01/01/2015,35.6828387,139.7594549,03/01/2021,6,Japan
Scarlett Studio,https://angel.co/company/scarlett-2,4,Sunnyvale,Smart Tv,http://getscarlett.com,1-10,,,Jul ,01/01/2015,37.3688301,-122.0363496,03/01/2021,6,United States of America
Snowcookie Sports,https://angel.co/company/snowcookie,4,Poland,Internet of Things,http://snowcookie.eu,11-50,Seed,,May ,01/01/2015,52.215933,19.134422,03/01/2021,6,Poland
Contentop,https://angel.co/company/contentop,3,Nagercoil,Writing,http://contentop.com,1-10,,,Jan ,01/01/2015,8.1880471,77.4290492,03/01/2021,6,India
Lift,https://angel.co/company/lift-,3,Netherlands,Hr Tech,http://liftapp.com/,1-10,,,Nov ,01/01/2015,52.5001698,5.7480821,03/01/2021,6,Netherlands
Shine,https://angel.co/company/shine-text,4,New York City,Website,http://www.shinetext.com/,1-10,Seed,,Sep ,01/01/2015,40.7127281,-74.0060152,03/01/2021,6,United States of America
Zero  Email,https://angel.co/company/zero-app,5,Los Gatos,Legal Tech,http://zeroapp.ai,1-10,Seed,900000,Feb ,01/01/2015,37.226611,-121.9746797,03/01/2021,6,United States of America
IonPath,https://angel.co/company/ionpath,5,Stanford,Diagnostics,http://web.stanford.edu/group/nolan/,,,,Sep ,01/01/2015,37.427467,-122.1702445,03/01/2021,6,United States of America
360player.io,https://angel.co/company/360player,3,Paris,Computer Vision,https://360player.io,1-10,Seed,228000,Jun ,01/01/2015,48.8566101,2.3514992,03/01/2021,6,France
Mixvisor,https://angel.co/company/mixvisor,4,Sydney,Content Discovery,http://mixvisor.com,1-10,Seed,50000,Apr ,01/01/2015,-33.8548157,151.2164539,03/01/2021,6,Australia
UB,https://angel.co/company/ub,4,London,Developer APIs,http://about.ub.io/,1-10,Seed,2140000,Feb ,01/01/2015,51.5073219,-0.1276474,03/01/2021,6,England
Hexo+,https://angel.co/company/hexo-1,3,Grenoble,Drones,http://www.hexoplus.com,11-50,,3000000,Mar ,01/01/2015,45.1875602,5.7357819,03/01/2021,6,France
Legal Robot,https://angel.co/company/legal-robot,5,San Francisco,Legal,https://www.legalrobot.com,1-10,,105000,Aug ,01/01/2015,37.7792808,-122.4192363,03/01/2021,6,United States of America
Spilly,https://angel.co/company/splashvr,3,Berlin,Augmented Reality,http://spil.ly,11-50,Seed,2700000,Jun ,01/01/2015,52.5170365,13.3888599,03/01/2021,6,Germany
re:infer,https://angel.co/company/reinfer,5,London,SaaS,https://reinfer.io/,1-10,Seed,75000,May ,01/01/2015,51.5073219,-0.1276474,03/01/2021,6,England
Incode Technologies,https://angel.co/company/incode-technologies,3,San Francisco,Photo Editing,http://www.incode.com,11-50,Seed,5000000,Jul ,01/01/2015,37.7792808,-122.4192363,03/01/2021,6,United States of America
Telemetrio,https://angel.co/company/telemetrio,3,Michigan,Broadcasting,http://www.telemetrio.com,,Seed,25000,Apr ,01/01/2015,43.6211955,-84.6824346,03/01/2021,6,United States of America
Flock Ltd. ,https://angel.co/company/flockcover,4,London,Drones,http://flockcover.com,11-50,Seed,3507670,Feb ,01/01/2016,51.5073219,-0.1276474,03/01/2021,5,England
AgShift,https://angel.co/company/agshift,4,Santa Clara,Technology,http://www.agshift.com,1-10,,,Jun ,01/01/2016,37.3541132,-121.9551744,03/01/2021,5,United States of America
Noviopus,https://angel.co/company/noviopus,3,Israel,Social Recruiting,http://www.noviopus.com,1-10,,920000,Feb ,01/01/2016,30.8760272,35.0015196,03/01/2021,5,Israel
Marathon Laundry Machines,https://angel.co/company/marathonlaundry,4,San Carlos,Internet of Things,http://marathonlaundry.com,1-10,,,Feb ,01/01/2016,6.19008655,-74.94219336,03/01/2021,5,Colombia
KangarooHealth (Stanford StartX),https://angel.co/company/kangaroohealth,4,Palo Alto,B2B,http://www.kangaroohealth.com,1-10,,500000,Mar ,01/01/2016,37.4443293,-122.1598465,03/01/2021,5,United States of America
